title,price,location,type_de_vente,salon,chamber,toilete,area,link
appart meublé familiale sans intermédiaire Wi-Fi,200 DH /Nuit,Tanger,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_hassani/locations_de_vacances/appart_meubl%C3%A9_familiale_sans_interm%C3%A9diaire_Wi_Fi_54874637.htm
64537-Vente Appt à Casablanca Belvedere (Roches No,1 120 000 DH,Casablanca,"Appartements, à vendre",NaN,2,1,85,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/64537_Vente_Appt_%C3%A0_Casablanca_Belvedere__Roches_No_55673344.htm
Appartement de luxe à vendre,700 000 DH,Martil,"Appartements, à vendre",1,2,1,64,https://www.avito.ma/fr/martil/appartements/Appartement_de_luxe_%C3%A0_vendre__55554174.htm
همزة الهموز بحد السوالم الطبيعة والهواء النقي,390 000 DH,Had Soualem,"Appartements, à vendre",1,2,1,61,https://www.avito.ma/fr/had_soualem/appartements/%D9%87%D9%85%D8%B2%D8%A9__%D8%A7%D9%84%D9%87%D9%85%D9%88%D8%B2_%D8%A8%D8%AD%D8%AF_%D8%A7%D9%84%D8%B3%D9%88%D8%A7%D9%84%D9%85_%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%B9%D8%A9_%D9%88%D8%A7%D9%84%D9%87%D9%88%D8%A7%D8%A1_%D8%A7%D9%84%D9%86%D9%82%D9%8A_53989005.htm
Appartement à vendre 44 m² à Casablanca,864 000 DH,Casablanca,"Appartements, à vendre",1,1,1,44,https://www.avito.ma/vi/55449791.htm
Appartement cournich malabata tanger,300 DH /Nuit,Tanger,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/vi/55218196.htm
Résidence piscine wifi garage,300 DH /Nuit,Mohammedia,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/autre_secteur/locations_de_vacances/R%C3%A9sidence_piscine_wifi_garage__49028675.htm
Appartement à vendre 42 m² à Marrakech,760 000 DH,Marrakech,"Appartements, à vendre",1,1,1,42,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_42_m%C2%B2_%C3%A0_Marrakech_55682066.htm
3 appartement haut standing familliale,250 DH /Nuit,Oujda,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_zitoune/locations_de_vacances/3_appartement_haut_standing_familliale__38804109.htm
Klk/casaview appartement a louer vide,5 000 DH,Casablanca,NaN,2,NaN,NaN,86,https://www.avito.ma/fr/sidi_maarouf/appartements/Klk_casaview_appartement_a_louer_vide__55729751.htm
appartement luxe,300 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_mohammadi/locations_de_vacances/appartement_luxe__55439126.htm
Appartement à vendre 78 m² à El Jadida,570 000 DH,El Jadida,"Appartements, à vendre",2,2,1,78,https://www.avito.ma/fr/hay_essalam/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_El_Jadida_55104741.htm
appartement avec piscine à l'hivernage,550 DH /Nuit,Marrakech,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hivernage/locations_de_vacances/appartement_avec_piscine_%C3%A0_l_hivernage__55237000.htm
Appartement à vendre 117 m² à Mohammedia,1 800 000 DH,Mohammedia,"Appartements, à vendre",1,3,2,117,https://www.avito.ma/fr/quartier_du_parc/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_Mohammedia_44430103.htm
appartement au centre d'agadir,200 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/abattoirs/locations_de_vacances/appartement_au_centre_d_agadir__53580569.htm
Cosy appartement meublé a louer sur bd d anfa,13 000 DH,Casablanca,NaN,2,NaN,NaN,200,https://www.avito.ma/fr/anfa/appartements/Cosy_appartement_meubl%C3%A9_a_louer_sur_bd_d_anfa__55729737.htm
60027-Appt à louer à 10500DH à Cil,10 500 DH,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/c.i.l/appartements/60027_Appt_%C3%A0_louer_%C3%A0_10500DH_%C3%A0_Cil_55485433.htm
Appartement de standing,500 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/bourgogne/locations_de_vacances/Appartement_de_standing__54903887.htm
JOLI APPART MEUBLE AIN SEBAA TRMWAY,4 200 DH,Casablanca,NaN,1,NaN,NaN,76,https://www.avito.ma/fr/ain_sebaa/appartements/JOLI_APPART_MEUBLE_AIN_SEBAA_TRMWAY__54903701.htm
appartement standing meublé a souissi,24 000 DH,Rabat,NaN,2,NaN,NaN,220,https://www.avito.ma/fr/souissi/appartements/appartement_standing_meubl%C3%A9_a_souissi__53395213.htm
Appartement à louer 120 m² à Casablanca,6 000 DH,Casablanca,NaN,1,NaN,NaN,120,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_louer_120_m%C2%B2_%C3%A0_Casablanca_55418477.htm
✅✅✅super appart équipé ✅✅✅,500 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre_ville/locations_de_vacances/___super_appart_%C3%A9quip%C3%A9_____55674036.htm
CMN-AS-1635 - Appartement à vendre à Belvédère,1 100 000 DH,Casablanca,"Appartements, à vendre",NaN,2,2,98,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/CMN_AS_1635___Appartement_%C3%A0_vendre_%C3%A0_Belv%C3%A9d%C3%A8re_55561169.htm
TEM-TE-1005 - Appartement à vendre à Centre ville,1 400 000 DH,Skhirat,"Appartements, à vendre",NaN,3,1,121,https://www.avito.ma/fr/autre_secteur/appartements/TEM_TE_1005___Appartement_%C3%A0_vendre_%C3%A0_Centre_ville_55607541.htm
48618-Vente Appt à Casablanca Bourgogne (Anfa) de,1 900 000 DH,Casablanca,"Appartements, à vendre",NaN,2,2,87,https://www.avito.ma/fr/bourgogne/appartements/48618_Vente_Appt_%C3%A0_Casablanca_Bourgogne__Anfa__de__55059678.htm
Appartement Meublé à louer 90 m² à Oulad Mtaa,9 500 DH,Temara,NaN,1,NaN,NaN,90,https://www.avito.ma/fr/riad_oulad_mtaa/appartements/Appartement_Meubl%C3%A9_%C3%A0_louer_90_m%C2%B2_%C3%A0_Oulad_Mtaa__55636769.htm
Appartement à louer 150 m² à Fès,4 500 DH,Fès,NaN,3,NaN,NaN,150,https://www.avito.ma/fr/ain_amiyer/appartements/Appartement_%C3%A0_louer_150_m%C2%B2_%C3%A0_F%C3%A8s_55710403.htm
Appartement à louer 80 m² à Rabat,11 000 DH,Rabat,NaN,1,NaN,NaN,80,https://www.avito.ma/fr/souissi/appartements/Appartement_%C3%A0_louer_80_m%C2%B2_%C3%A0_Rabat_53601242.htm
Appartement standing en location a souissi,15 000 DH,Rabat,NaN,1,NaN,NaN,160,https://www.avito.ma/fr/souissi/appartements/Appartement_standing_en_location_a_souissi__53277000.htm
Appartement climatisé et bien équipé avec Wifi,299 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_mohammadi/locations_de_vacances/Appartement_climatis%C3%A9_et_bien_%C3%A9quip%C3%A9_avec_Wifi_53840418.htm
Appartement meublé a biranzarane,7 000 DH,El Jadida,NaN,2,NaN,NaN,90,https://www.avito.ma/fr/biranzarane/appartements/Appartement_meubl%C3%A9_a_biranzarane_55637578.htm
appartement à Agadir,200 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_salam/locations_de_vacances/appartement_%C3%A0_Agadir_37720980.htm
Roches noires appartement vide a louer,3 800 DH,Casablanca,NaN,1,NaN,NaN,97,https://www.avito.ma/fr/roches_noires/appartements/Roches_noires_appartement_vide_a_louer_55729715.htm
Appartement à vendre 97 m² à Tanger,1 100 000 DH,Tanger,"Appartements, à vendre",1,3,2,97,https://www.avito.ma/fr/aida/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Tanger_55529881.htm
Appartement standing a louer a souissi,25 000 DH,Rabat,NaN,2,NaN,NaN,250,https://www.avito.ma/fr/souissi/appartements/Appartement_standing_a_louer_a__souissi__53218420.htm
Bachkou joli appartement a louer vide,NaN,Casablanca,NaN,1,NaN,NaN,97,https://www.avito.ma/fr/californie/appartements/Bachkou_joli_appartement_a_louer_vide__55729738.htm
appartement,599 DH,Casablanca,NaN,1,NaN,NaN,71,https://www.avito.ma/fr/maarif/appartements/appartement_37450984.htm
belle appartement,300 DH /Nuit,Tanger,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre_ville/locations_de_vacances/belle_appartement__54568946.htm
Appart 140m a coté isbha 3 semi meublé,4 200 DH,El Jadida,NaN,2,NaN,NaN,140,https://www.avito.ma/fr/autre_secteur/appartements/Appart_140m_a_cot%C3%A9_isbha_3_semi_meubl%C3%A9_55266135.htm
appartement à louer,200 DH /Nuit,Tanger,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre_ville/locations_de_vacances/appartement_%C3%A0_louer__54753972.htm
Appartement à vendre 130 m² à Marrakech,740 000 DH,Marrakech,"Appartements, à vendre",1,3,3,130,https://www.avito.ma/fr/m'hamid/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_Marrakech_55658225.htm
Appartement à vendre 36 m² à Casablanca,980 000 DH,Casablanca,"Appartements, à vendre",1,1,1,36,https://www.avito.ma/vi/55452214.htm
Appartement charmant a loué. WIFI et ascenseur,300 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/vi/55103662.htm
Appartement à louer à Kénitra,5 700 DH,Kénitra,NaN,1,NaN,NaN,70,https://www.avito.ma/fr/la_ville_haute/appartements/Appartement_%C3%A0_louer_%C3%A0_K%C3%A9nitra_52821421.htm
Lot chaimaa appartement meublé a louer,4 700 DH,Casablanca,NaN,1,NaN,NaN,62,https://www.avito.ma/fr/sidi_maarouf/appartements/Lot_chaimaa_appartement_meubl%C3%A9_a_louer__55729752.htm
49119-Appt à louer à 7500DH à Cil,7 500 DH,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/c.i.l/appartements/49119_Appt_%C3%A0_louer_%C3%A0_7500DH_%C3%A0_Cil_55115587.htm
Appartement à louer 80 m² à Rabat,7 500 DH,Rabat,NaN,1,NaN,NaN,80,https://www.avito.ma/fr/souissi/appartements/Appartement_%C3%A0_louer_80_m%C2%B2_%C3%A0_Rabat_55722534.htm
A californie appartement a louer vide,5 500 DH,Casablanca,NaN,2,NaN,NaN,90,https://www.avito.ma/fr/californie/appartements/A_californie_appartement_a_louer_vide_55729698.htm
Appartement location de vacances à Marrakech,1 100 DH /Nuit,Marrakech,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre_ville/locations_de_vacances/_Appartement_location_de_vacances_%C3%A0_Marrakech_55190953.htm
Appartement à vendre- Oulfa,1 200 000 DH,Casablanca,"Appartements, à vendre",2,3,2,116,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre__Oulfa_55537572.htm
63764-Appt à louer à 13000DH à Triangle D'Or,13 000 DH,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/triangle_d'or/appartements/63764_Appt_%C3%A0_louer_%C3%A0_13000DH_%C3%A0_Triangle_D_Or_55628633.htm
Appartement 150 m² à Rabat,15 000 DH,Rabat,NaN,1,NaN,NaN,150,https://www.avito.ma/fr/hay_riad/appartements/Appartement__150_m%C2%B2_%C3%A0_Rabat_53601260.htm
Appartement à vendre 215 m² à Rabat,5 200 000 DH,Rabat,"Appartements, à vendre",1,3,3,215,https://www.avito.ma/fr/souissi/appartements/Appartement_%C3%A0_vendre_215_m%C2%B2_%C3%A0_Rabat_53939829.htm
Appartement à louer longue durée,8 500 DH,Tanger,NaN,1,NaN,NaN,90,https://www.avito.ma/fr/administratif/appartements/Appartement_%C3%A0_louer_longue_dur%C3%A9e__55733036.htm
Appartement Haut standing à louer,3 000 DH,El Jadida,NaN,1,NaN,NaN,100,https://www.avito.ma/fr/al_kodia/appartements/Appartement_Haut_standing_%C3%A0_louer__55694413.htm
54060-Appt à louer à 10000DH à Triangle D'Or,10 000 DH,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/triangle_d'or/appartements/54060_Appt_%C3%A0_louer_%C3%A0_10000DH_%C3%A0_Triangle_D_Or_55568638.htm
Appartement Duplex 124m A Ferme Bretone,9 500 DH,Casablanca,NaN,1,NaN,NaN,124,https://www.avito.ma/fr/ferme_bretone/appartements/Appartement_Duplex_124m_A_Ferme_Bretone__55637460.htm
RBA-HA-1080 - Appartement à vendre à Diour Jamaa,1 700 000 DH,Rabat,"Appartements, à vendre",NaN,3,2,150,https://www.avito.ma/fr/diour_jamaa/appartements/RBA_HA_1080___Appartement_%C3%A0_vendre_%C3%A0_Diour_Jamaa_55180271.htm
appart maarif stade d'honneur,520 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/maarif/locations_de_vacances/appart_maarif_stade_d_honneur_55544575.htm
RAK-GU-1088 - Appartement à vendre à Guéliz,1 700 000 DH,Marrakech,"Appartements, à vendre",NaN,3,1,94,https://www.avito.ma/fr/gu%C3%A9liz/appartements/RAK_GU_1088___Appartement_%C3%A0_vendre_%C3%A0_Gu%C3%A9liz_55109088.htm
appartement du lux,540 000 DH,Martil,"Appartements, à vendre",1,2,2,63,https://www.avito.ma/fr/martil/appartements/appartement_du_lux__54265518.htm
appartement pour famille,200 DH /Nuit,Tanger,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre_ville/locations_de_vacances/appartement_pour_famille_54568728.htm
RBA-YA-1046 - Appartement à vendre à Hay Al Fath,1 700 000 DH,Rabat,"Appartements, à vendre",NaN,2,2,106,https://www.avito.ma/fr/hay_el_fath/appartements/RBA_YA_1046___Appartement_%C3%A0_vendre_%C3%A0_Hay_Al_Fath_55641300.htm
35889-Vente Appt à Casablanca Lusitania de 407 m²,4 100 000 DH,Casablanca,"Appartements, à vendre",NaN,4,2,320,https://www.avito.ma/fr/lusitania/appartements/35889_Vente_Appt_%C3%A0_Casablanca_Lusitania_de_407_m%C2%B2_55548145.htm
Appartement charmant a loué. WIFI et ascenseur,300 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_massira/locations_de_vacances/Appartement_charmant_a_lou%C3%A9__WIFI_et_ascenseur__55103662.htm
Appartement standing 5piece orangeraie,23 500 DH,Rabat,NaN,1,NaN,NaN,220,https://www.avito.ma/fr/souissi/appartements/Appartement_standing_5piece_orangeraie__52038277.htm
appartement meublé familial sans intermédiair WiFi,250 DH /Nuit,Tanger,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_hassani/locations_de_vacances/appartement_meubl%C3%A9_familial_sans_interm%C3%A9diair_WiFi_55177476.htm
Appartement à vendre 74 m² à El Jadida,590 000 DH,El Jadida,"Appartements, à vendre",1,2,1,74,https://www.avito.ma/fr/al_boustane/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_El_Jadida_55366846.htm
studio avec cuisine et terrasse,150 DH /Nuit,Tanger,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre_ville/locations_de_vacances/studio_avec_cuisine_et_terrasse_54568787.htm
CMN-MA-1641 - Appartement à vendre à Val Fleurie,1 600 000 DH,Casablanca,"Appartements, à vendre",NaN,3,1,132,https://www.avito.ma/fr/val_fleuri/appartements/CMN_MA_1641___Appartement_%C3%A0_vendre_%C3%A0_Val_Fleurie_55294484.htm
31398-Vente Appt à Casablanca Ferme Bretonne de 10,1 760 000 DH,Casablanca,"Appartements, à vendre",NaN,2,2,100,https://www.avito.ma/fr/ferme_bretone/appartements/31398_Vente_Appt_%C3%A0_Casablanca_Ferme_Bretonne_de_10_54712406.htm
"2 chambres , salon , cuisine équipée",460 000 DH,Marrakech,"Appartements, à vendre",1,2,1,64,https://www.avito.ma/fr/m'hamid/appartements/2_chambres___salon___cuisine_%C3%A9quip%C3%A9e_55606819.htm
Appartement location de vacances à El Jadida,250 DH /Nuit,El Jadida,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/autre_secteur/locations_de_vacances/Appartement_location_de_vacances_%C3%A0_El_Jadida_53234208.htm
Penthouse standing en vente a souissi,6 500 000 DH,Rabat,"Appartements, à vendre",2,3,4,270,https://www.avito.ma/fr/souissi/appartements/Penthouse_standing_en_vente_a_souissi__53347602.htm
54970-Vente Appt à Casablanca Ferme Bretonne de 11,2 100 000 DH,Casablanca,"Appartements, à vendre",NaN,3,2,100,https://www.avito.ma/fr/ferme_bretone/appartements/54970_Vente_Appt_%C3%A0_Casablanca_Ferme_Bretonne_de_11_55653295.htm
Appartement a loué,4 000 DH,Kénitra,NaN,1,NaN,NaN,110,https://www.avito.ma/fr/la_ville_haute/appartements/_Appartement_a_lou%C3%A9_55699420.htm
par jour appartement meublé,399 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/bourgogne/locations_de_vacances/par_jour_appartement_meubl%C3%A9_54743294.htm
BAISSE DE PRIX Petit Immeuble R2 à Vendre,2 650 000 DH,Rabat,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/vi/55498785.htm
Appartement à vendre 80 m² à Agadir,640 000 DH,Agadir,"Appartements, à vendre",1,3,2,80,https://www.avito.ma/vi/53634704.htm
48735-Appt à louer à 9500DH à Gauthier,9 500 DH,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/gauthier/appartements/48735_Appt_%C3%A0_louer_%C3%A0_9500DH_%C3%A0_Gauthier_55061050.htm
un appartement a ain sbae,4 500 DH,Casablanca,NaN,1,NaN,NaN,120,https://www.avito.ma/fr/ain_sebaa/appartements/un_appartement_a_ain_sbae__55688464.htm
Appartement de luxe de 62 m² à vendre à Marrakech.,440 000 DH,Marrakech,"Appartements, à vendre",1,2,1,62,https://www.avito.ma/fr/m'hamid/appartements/Appartement_de_luxe_de_62_m%C2%B2_%C3%A0_vendre_%C3%A0_Marrakech__55602365.htm
Appartement standing neuf a louer Hay riad,20 000 DH,Rabat,NaN,2,NaN,NaN,210,https://www.avito.ma/fr/hay_riad/appartements/Appartement_standing_neuf_a_louer_Hay_riad__52335673.htm
appartement meublé de golf,4 000 DH,Tanger,NaN,1,NaN,NaN,70,https://www.avito.ma/fr/du_golf/appartements/appartement_meubl%C3%A9_de_golf_55291493.htm
شقة للبيع بالسعيدية 39 بالدعم 49 بلا دعم,490 000 DH,Saidia,"Appartements, à vendre",1,2,1,65,https://www.avito.ma/fr/saidia/appartements/%D8%B4%D9%82%D8%A9_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_%D8%A8%D8%A7%D9%84%D8%B3%D8%B9%D9%8A%D8%AF%D9%8A%D8%A9_39_%D8%A8%D8%A7%D9%84%D8%AF%D8%B9%D9%85_49_%D8%A8%D9%84%D8%A7_%D8%AF%D8%B9%D9%85_31815570.htm
CMN-SI-1647 - Appartement à vendre à Gauthier,1 600 000 DH,Casablanca,"Appartements, à vendre",NaN,2,2,102,https://www.avito.ma/fr/gauthier/appartements/CMN_SI_1647___Appartement_%C3%A0_vendre_%C3%A0_Gauthier_55623653.htm
appart meublé familial sans intermédiaire Wi-Fi,200 DH /Nuit,Tanger,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/marjane/locations_de_vacances/appart_meubl%C3%A9_familial_sans_interm%C3%A9diaire_Wi_Fi_55236102.htm
Apt pour Location Vacances Rabat – Quartier Hassan,700 DH /Nuit,Rabat,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hassan/locations_de_vacances/Apt_pour_Location_Vacances_Rabat___Quartier_Hassan_55696587.htm
Appartement à vendre 70 m² à Tanger,NaN,Tanger,"Appartements, à vendre",1,NaN,NaN,70,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Tanger_54891023.htm
Appartement a louer sur oasis,7 500 DH,Casablanca,NaN,1,NaN,NaN,127,https://www.avito.ma/fr/oasis/appartements/Appartement_a_louer_sur_oasis_55729680.htm
Appartement Meublé Hamria,NaN,Meknès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hamria/locations_de_vacances/Appartement_Meubl%C3%A9_Hamria__55090192.htm
Rez de jardin standing vide a l orangeraie,23 000 DH,Rabat,NaN,2,NaN,NaN,170,https://www.avito.ma/fr/souissi/appartements/Rez_de_jardin_standing_vide_a_l_orangeraie__52037923.htm
Appartement des vacances,250 DH /Nuit,Marrakech,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_targa/locations_de_vacances/Appartement_des_vacances__54919021.htm
Appart meuble 1 étage a hay salam,250 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_salam/locations_de_vacances/Appart_meuble_1_%C3%A9tage_a_hay_salam__55492509.htm
Jnane emeraude apprtement a louer vide,9 000 DH,Casablanca,NaN,1,NaN,NaN,95,https://www.avito.ma/fr/californie/appartements/Jnane_emeraude_apprtement_a_louer_vide__55729683.htm
Appart maarif location journalière,600 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/maarif/locations_de_vacances/Appart_maarif_location_journali%C3%A8re_52959760.htm
🔥🔥un studio très propre 🔥🔥,499 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre_ville/locations_de_vacances/____un_studio_tr%C3%A8s_propre______55732986.htm
Magnifique appartement meublé haut standing,7 000 DH,El Jadida,NaN,2,NaN,NaN,120,https://www.avito.ma/fr/autre_secteur/appartements/Magnifique_appartement_meubl%C3%A9_haut_standing_55698627.htm
appartement meublé à louer pour les familles,250 DH /Nuit,Fès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre/locations_de_vacances/appartement_meubl%C3%A9_%C3%A0_louer_pour_les_familles__51912535.htm
Plateau Bureaux 59m et 62m à Temara,973 000 DH,Temara,NaN,NaN,1,59,NaN,https://www.avito.ma/fr/centre_ville/bureaux/Plateau_Bureaux_59m_et_62m_%C3%A0_Temara_55682105.htm
Plusieurs appart meublée par mois et jour,300 DH /Nuit,Oujda,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre_ville/locations_de_vacances/Plusieurs_appart_meubl%C3%A9e_par_mois_et_jour_42183664.htm
CMN-ME-1600 - Appartement à vendre à 2 Mars,1 750 000 DH,Casablanca,"Appartements, à vendre",NaN,3,2,127,https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1600___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_55657903.htm
Appartement à louer 66 m² à Kénitra,5 800 DH,Kénitra,NaN,1,NaN,NaN,66,https://www.avito.ma/fr/val_fleury/appartements/Appartement_%C3%A0_louer_66_m%C2%B2_%C3%A0_K%C3%A9nitra_54380742.htm
Appartementune chambre à louer 80 m² à Tanger,NaN,Tanger,NaN,1,NaN,NaN,80,https://www.avito.ma/fr/tanja_balia/appartements/Appartementune_chambre_%C3%A0_louer_80_m%C2%B2_%C3%A0_Tanger_55732971.htm
8794-Vente Appt à Témara Hay Al Wifaq de 110 m²,1 080 000 DH,Temara,"Appartements, à vendre",NaN,2,1,76,https://www.avito.ma/fr/wifak/appartements/8794_Vente_Appt_%C3%A0_T%C3%A9mara_Hay_Al_Wifaq_de_110_m%C2%B2_54687713.htm
Appartement pour vacance Beach paradise,449 DH /Nuit,El Mansouria,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/el_mansouria/locations_de_vacances/_Appartement_pour_vacance_Beach_paradise_53611862.htm
Apparte app khawas privé,250 DH /Nuit,Marrakech,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/autre_secteur/locations_de_vacances/Apparte_app_khawas_priv%C3%A9__55732975.htm
appartement,NaN,Casablanca,"Appartements, à vendre",2,NaN,NaN,120,https://www.avito.ma/fr/mers_sultan/appartements/appartement__55732972.htm
ménage nounou cuisine aide,2660 DH,Bouskoura,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/ville_verte/femmes_de_m%C3%A9nages__nounous_et_chauffeurs/m%C3%A9nage_nounou_cuisine_aide__55323539.htm
lux apt deux façade lagironde,1 000 000 DH,Casablanca,"Appartements, à vendre",1,2,2,84,https://www.avito.ma/fr/la_gironde/appartements/lux_apt_deux_fa%C3%A7ade_lagironde__55714548.htm
appart meublé agadir n 1,200 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/abattoirs/locations_de_vacances/appart__meubl%C3%A9_agadir_n_1_45941219.htm
Appartement à louer 70 m² à El Jadida,2 500 DH,El Jadida,NaN,1,NaN,NaN,70,https://www.avito.ma/fr/alaouiyine/appartements/Appartement_%C3%A0_louer_70_m%C2%B2_%C3%A0_El_Jadida_55732966.htm
appartement à vendre ouilfa,990 000 DH,الدار البيضاء,"Appartements, à vendre",1,3,2,99,https://www.avito.ma/vi/54305386.htm
Porte blindée Errahma,3 200 DH,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/vi/43099848.htm
3Filles Célibataires Couple Marié Ensoleillée,4 400 DH,Casablanca,NaN,1,NaN,NaN,97,https://www.avito.ma/fr/ain_sebaa/appartements/3Filles_C%C3%A9libataires_Couple_Mari%C3%A9_Ensoleill%C3%A9e__55732968.htm
apparemment à louer essaouira avec garage,NaN,Essaouira,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre_ville/locations_de_vacances/apparemment_%C3%A0_louer_essaouira_avec_garage__55420308.htm
Appartement 130m Meublé Luxe A Palmier,10 000 DH,Casablanca,NaN,2,NaN,NaN,110,https://www.avito.ma/fr/palmier/appartements/Appartement_130m_Meubl%C3%A9_Luxe_A_Palmier__55436569.htm
61822-Appt à louer à 8000DH à Gauthier,8 000 DH,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/gauthier/appartements/61822_Appt_%C3%A0_louer_%C3%A0_8000DH_%C3%A0_Gauthier_55578865.htm
appartement al azhar,460 000 DH,Casablanca,"Appartements, à vendre",1,2,1,76,https://www.avito.ma/fr/sidi_bernoussi/appartements/appartement_al_azhar__55732962.htm
Appartement à louer 57 m² à Casablanca,560 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/maarif/locations_de_vacances/Appartement_%C3%A0_louer_57_m%C2%B2_%C3%A0_Casablanca_55544630.htm
Appartement à louer,NaN,Martil,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/martil/locations_de_vacances/Appartement_%C3%A0_louer_55732953.htm
✅✅appartement bien équipé ✅✅,499 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/anfa/locations_de_vacances/__appartement_bien_%C3%A9quip%C3%A9____55732951.htm
Nouvelle Appart Bien Mérité Proche Le Plage,200 DH /Nuit,Essaouira,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre_ville/locations_de_vacances/Nouvelle_Appart_Bien_M%C3%A9rit%C3%A9_Proche_Le_Plage__55732949.htm
appartement journalier,500 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/bourgogne/locations_de_vacances/appartement_journalier__55732946.htm
Joli appartement 2 chambres à vendre,500 000 DH,Marrakech,"Appartements, à vendre",1,2,1,66,https://www.avito.ma/fr/hay_charaf/appartements/Joli_appartement_2_chambres_%C3%A0_vendre__55675195.htm
